chapter_id,episode_id,element_id,interaction_label_zh,title_en,parameter,unlock_condition,content_hints
108,10813,1081301,交互,Urgent Need for Counseling,,EpisodeFinish=10813,fragment
108,10816,1081601,交互,Old Debts Unsettled,,EpisodeFinish=816,fragment
108,10817,1081701,往日的分径,Paths of the Past - Anjo Nala,,EpisodeFinish=817,fragment
108,10818,1081801,往日的分径,Paths of the Past - Anjo Nala,,EpisodeFinish=818,fragment
108,10819,1081901,交互,Religious Reform,,EpisodeFinish=819,fragment
108,10819,1081902,往日的分径,Paths of the Past - Mr. Duncan,,EpisodeFinish=819,fragment
108,10820,1082001,往日的分径,Paths of the Past - Lopera,,EpisodeFinish=820,fragment
108,10821,1082101,交互,This is Not a Drill,,EpisodeFinish=821,fragment
108,10822,1082202,往日的分径,Paths of the Past - Dr. Dores,,EpisodeFinish=10822,fragment
108,10824,1082401,交互,A Call to Gather,,EpisodeFinish=10824,fragment
108,10824,1082402,往日的分径,Paths of the Past - Lopera,,EpisodeFinish=10824,fragment
109,10901,1090102,交互,Buenos Aires Division: Intake Report,,EpisodeFinish=901,fragment
109,10901,1090103,交互,The Ushuaia Port Explosion,,EpisodeFinish=901,fragment
109,10902,1090201,对话,"Ushuaia, the End of the World",38,EpisodeFinish=10902,dialog
109,10903,1090301,对话,National Foucault Studies Association,39,EpisodeFinish=903,dialog
109,10904,1090402,交互,To the Pen Pal I Never Met,,EpisodeFinish=10904,fragment
109,10906,1090602,交互,Typewriter Record #P5,,EpisodeFinish=906,fragment
109,10908,1090801,交互,Typewriter Record #P12,,EpisodeFinish=908,fragment
109,10909,1090901,交互,Prison Reform Notes,,EpisodeFinish=10909,fragment
109,10909,1090902,交互,On Zeno Defectors,,EpisodeFinish=10909,fragment
109,10910,1091002,交互,"Treatments, Entry 303",,EpisodeFinish=10910,fragment
109,10912,1091201,交互,A Clipping,,EpisodeFinish=10912,fragment
109,10913,1091301,对话,Philosophy in Motion,40,EpisodeFinish=913,dialog
109,10914,1091401,交互,A Tattered Invitation,,EpisodeFinish=10914,fragment
109,10914,1091402,交互,Draft of a Strange Incantation,,EpisodeFinish=10914,fragment
109,10915,1091501,交互,An Unsent Letter,,EpisodeFinish=915,fragment
109,10916,1091601,交互,... Book ... Fair Guide,,EpisodeFinish=916,fragment
109,10919,1091901,交互,A Journey to and Fro,,EpisodeFinish=10919,fragment
109,10920,1092001,对话,A Secret Meeting,41,EpisodeFinish=10920,dialog
110,11002,101002,交互,Ghost Story,6,EpisodeFinish=1002,fragment+dialog
110,11005,101005,对话,The Next Step,46,EpisodeFinish=11005,dialog
110,11005,1010051,对话,Workplace Survival Guide​,47,EpisodeFinish=11005 and ChapterMapElement=101005,dialog
110,11015,101015,交互,Dark Fairy Tale,6,EpisodeFinish=11015,fragment+dialog
110,11019,101019,交互,Paper and Sand Table​,6,EpisodeFinish=1019,fragment+dialog
110,11022,101022,对话,Black and White,48,EpisodeFinish=1022,dialog
110,11025,101025,交互,Distortion,6,EpisodeFinish=11025,fragment+dialog
111,11101,111001,残篇阅读,Yet Another War,52,EpisodeFinish=11101,dialog
111,11102,111002,交互,Best Wishes,,EpisodeFinish=1102,fragment
111,11103,111003,交互,Background Check,,EpisodeFinish=11103,fragment
111,11103,1110031,交互,Flexible Review,,EpisodeFinish=11103,fragment
111,11105,111005,交互,Cloak and Statue,,EpisodeFinish=1105,fragment
111,11107,111007,残篇阅读,A Mother's Rage,53,EpisodeFinish=11107,dialog
111,11109,111009,残篇阅读,The Last Turnip Stew,54,EpisodeFinish=1109,dialog
111,11111,111011,交互,Discipline and Regulations,,EpisodeFinish=1111,fragment
111,11112,111012,交互,Researchers,,EpisodeFinish=11112,fragment
111,11115,111015,交互,Lost to History,,EpisodeFinish=11115,fragment
111,11116,111016,交互,Entrusted Visions,,EpisodeFinish=11116,fragment
111,11118,111018,残篇阅读,Dog Whistle,55,EpisodeFinish=1118,dialog
111,11119,111019,交互,Amid the Chaos,,EpisodeFinish=1119,fragment
111,11122,111022,交互,Harsh Condemnation,,EpisodeFinish=1122,fragment
111,11122,1110221,交互,"Your Excellency, There's Nothing We Can Do",,EpisodeFinish=1122,fragment
111,11123,111023,交互,Heartfelt Blessing,,EpisodeFinish=11123,fragment
111,11124,111024,残篇阅读,Time to Go,56,EpisodeFinish=11124,dialog
111,11124,1110241,交互,"""Free"" Intelligence",,EpisodeFinish=11124,fragment
112,11201,1120101,交互,Battlefield Recording,,EpisodeFinish=1201,fragment
112,11201,1120102,交互,The Profit Frontline,,EpisodeFinish=1201,fragment
112,11202,1120201,交互,Behind the Golden Famine,,EpisodeFinish=11202,fragment
112,11203,1120302,交互,Attached Files,,EpisodeFinish=1203,fragment
112,11205,1120501,交互,Fool or Genius?,,EpisodeFinish=1205,fragment
112,11206,1120601,交互,Special Times,,EpisodeFinish=1206,fragment
112,11207,1120701,交互,Salute to the New Sun,,EpisodeFinish=1207,fragment
112,11208,1120801,交互,Keyword,,EpisodeFinish=11208,fragment
112,11210,1121001,对话,Where Does the Skylark Rest,53,EpisodeFinish=11210,dialog
112,11211,1121102,交互,Sleep in the Sound of Bones,,EpisodeFinish=1211,fragment
112,11213,1121301,交互,Mounting Procedure and Posture,,EpisodeFinish=11213,fragment
112,11215,1121501,交互,To Be Filed,,EpisodeFinish=11215,fragment
112,11216,1121601,对话,Basic Treatment Protocol,54,EpisodeFinish=1216,dialog
112,11216,1121602,交互,Open Channel,,EpisodeFinish=1216,fragment
112,11217,1121701,交互,Knowledge Without Borders,,EpisodeFinish=1217,fragment
112,11220,1122001,对话,After the Shots,55,EpisodeFinish=11220,dialog
112,11223,1122301,对话,Administrative Complaint,56,EpisodeFinish=11223,dialog
113,11301,1130101,交互,"The ""Storm"" Downpours",,EpisodeFinish=11301,fragment
113,11301,1130102,交互,Temporary Dispatch,,EpisodeFinish=11301,fragment
113,11302,1130201,交互,Getting Worse,,EpisodeFinish=1302,fragment
113,11303,1130301,残篇阅读,Homecoming Day,60,EpisodeFinish=1303,dialog
113,11303,1130302,交互,Perfect Exchange,,EpisodeFinish=1303,fragment
113,11304,1130401,交互,Quantifying Pain,,EpisodeFinish=11304,fragment
113,11306,1130601,交互,Low on Supplies,,EpisodeFinish=1306,fragment
113,11308,1130801,交互,Temporary Product,,EpisodeFinish=1308,fragment
113,11310,1131001,交互,"""New Faces, Old Friends""",,EpisodeFinish=1310,fragment
113,11311,1131101,交互,Whisper of Flowers,,EpisodeFinish=1311,fragment
113,11311,1131102,交互,Secret Communication,,EpisodeFinish=1311,fragment
113,11314,1131401,交互,Rational Passion,,EpisodeFinish=1314,fragment
113,11318,1131801,交互,The Killing Board,,EpisodeFinish=11318,fragment
113,11321,1132102,交互,Blame Game,,EpisodeFinish=1321,fragment
113,11322,1132201,交互,Pure White Folder,,EpisodeFinish=11322,fragment
113,11324,1132402,交互,Ambush Strategy,,EpisodeFinish=11324,fragment
113,11325,1132502,交互,A Loss of Civilization,,EpisodeFinish=1325,fragment
11101,1110101,11101011,交互,Letters from Readers,,EpisodeFinish=1110101,fragment
11101,1110103,11101031,交互,"""Missing Person""",,EpisodeFinish=1110103,fragment
11101,1110104,11101041,交互,"""The Aperitif """,,EpisodeFinish=1110104,fragment
11101,1110105,11101051,交互,A Stack of Newspaper,,EpisodeFinish=1110105,fragment
11101,1110107,11101071,交互,"""The Main Course""",,EpisodeFinish=1110107,fragment
11101,1110112,11101121,交互,Collage Art,,EpisodeFinish=1110112,fragment
11101,1110113,11101131,交互,A Blank Space,,EpisodeFinish=1110113,fragment
11101,1110114,11101141,交互,"""The Dessert""",,EpisodeFinish=1110114,fragment
15101,1510101,15105001,交互,A Work Log,,EpisodeFinish=1510109,fragment
15101,1510101,15105002,交互,"""A Chance Encounter""",,ChapterMapElement=15105001 and EpisodeFinish=1510110,fragment
15101,1510101,15105003,对话,A Plea of Innocence,4,ChapterMapElement=15105002 and EpisodeFinish=1510112,dialog
15101,1510101,15105005,对话,An Era Remembered,5,ChapterMapElement=15105004 and EpisodeFinish=1510114,dialog
15101,1510101,15108001,对话,"""Out of the Darkness and Into the Light""",1,ChapterMapElement=15101005,dialog
15101,1510101,15108002,对话,The Sacred Flame of Legend,2,ChapterMapElement=15101008,dialog
15101,1510101,15108003,交互,A Box of Fake Tickets,,ChapterMapElement=15101010,fragment
18101,1810116,1811605,交互,Town Square Meet-Up,,ChapterMapElement=1811602,fragment
18101,1810118,1811801,残篇阅读,An Instant,1811801,EpisodeFinish=1810118 and ChapterMapElement=1811702,dialog
18101,1810118,1811802,残篇阅读,The Factory Spirit,1811802,ChapterMapElement=1811801,dialog
18101,1810118,1811803,交互,A Promise,,ChapterMapElement=1811802,fragment
18101,1810119,1811911,交互,Damp Paperslip,,EpisodeFinish=1810119,fragment
18101,1810119,1811913,交互,Essential Reading,,ChapterMapElement=1811912,fragment
18101,1810119,1811915,残篇阅读,"Hey, Tomorrow!",1811915,ChapterMapElement=1811914,dialog
18101,1810119,1811921,交互,Snow,,EpisodeFinish=1810119,fragment
18101,1810119,1811922,残篇阅读,The Path Ahead,1811922,ChapterMapElement=1811921,dialog
18101,1810119,1811923,残篇阅读,Welcome Home!,1811923,ChapterMapElement=1811922,dialog
18101,1810119,1811931,残篇阅读,Toward the Distance,1811931,EpisodeFinish=1810119,dialog
18101,1810119,1811934,交互,Children's Creation,,ChapterMapElement=1811933,fragment
18101,1810119,1811941,交互,The Workers,,EpisodeFinish=1810119,fragment
18101,1810119,1811944,残篇阅读,To the Horizon Line,1811944,ChapterMapElement=1811943,dialog
20101,2010102,2010201,对话,Cosmic Zen,6,EpisodeFinish=2010122,dialog
20101,2010102,2010202,对话,Hollywood Shenanigans,7,EpisodeFinish=2010122 and ChapterMapElement=2010201 and ChapterMapElement=2010203 and ChapterMapElement=2010211 and Act161CdFinish = 2010202,dialog
20101,2010102,2010203,交互,"""We Will Survive""",,EpisodeFinish=2010122,fragment
20101,2010102,2010204,对话,This Is Hard,8,EpisodeFinish=2010122 and ChapterMapElement=2010205 and ChapterMapElement=2010212 and ChapterMapElement=2010215 and Act161CdFinish = 2010204,dialog
20101,2010102,2010205,教学记录,Dance of Rings,2050101,EpisodeFinish=2010122 and ChapterMapElement=2010202 and ChapterMapElement=2010207 and Act161CdFinish = 2010205,fragment
20101,2010102,2010208,交互,Paulina's Diary,,EpisodeFinish=2010122 and ChapterMapElement=2010204 and ChapterMapElement=2010206 and ChapterMapElement=2010210 and Act161CdFinish = 2010208,fragment
20101,2010102,2010209,交互,Age of Aquarius,,EpisodeFinish=2010122 and ChapterMapElement=2010214 and Act161CdFinish = 2010209,fragment
20101,2010102,2010210,对话,Where It All Began,9,EpisodeFinish=2010122 and ChapterMapElement=2010205 and ChapterMapElement=2010212 and ChapterMapElement=2010215 and Act161CdFinish = 2010210,dialog
20101,2010102,2010212,对话,Behind the Cameras,10,EpisodeFinish=2010122 and ChapterMapElement=2010202 and ChapterMapElement=2010207 and Act161CdFinish = 2010212,dialog
20101,2010102,2010214,对话,Beyond Healing,11,EpisodeFinish=2010122 and ChapterMapElement=2010204 and ChapterMapElement=2010206 and ChapterMapElement=2010210 and Act161CdFinish = 2010214,dialog
20101,2010102,2010216,教学记录,San Francisco Memories,2050107,EpisodeFinish=2010122 and ChapterMapElement=2010208 and ChapterMapElement=2010223,fragment
20101,2010102,2010218,对话,The Coolest Cosmic Disco Ball!,12,EpisodeFinish=2010122 and ChapterMapElement=2010208 and ChapterMapElement=2010223,dialog
20101,2010102,2010219,对话,Ripples of Energy,13,EpisodeFinish=2010122 and ChapterMapElement=2010202 and ChapterMapElement=2010221 and ChapterMapElement=2010220,dialog
20101,2010102,2010220,教学记录,A Brand New Age,2050109,EpisodeFinish=2010122 and ChapterMapElement=2010202 and ChapterMapElement=2010221,fragment
20101,2010102,2010222,对话,The Pursuer and the Pursued,14,EpisodeFinish=2010122 and ChapterMapElement=2010215 and ChapterMapElement=2010220,dialog
20101,2010102,2010223,残篇阅读,"Small Goals, Big Goals",2010223,EpisodeFinish=2010122 and ChapterMapElement=2010210 and ChapterMapElement=2010222,dialog
20101,2010102,2012213,残篇阅读,The First Companion,2012213,EpisodeFinish=2010102 and ChapterMapElement = 2010213,dialog
20101,2010105,2010105,残篇阅读,Street Gossip,2010105,EpisodeFinish=2010105,dialog
21101,2110102,2110101,交互,Tales and Journeys,,EpisodeFinish=2110102,fragment
21101,2110106,2110102,交互,Periodic Report,,EpisodeFinish=2110106,fragment
21101,2110110,2110103,交互,"Discipline, Discipline",,EpisodeFinish=2110110,fragment
21101,2110110,2110104,交互,Small Town Tales,,EpisodeFinish=2110110,fragment
21101,2110111,2110105,交互,Necessary Buys,,EpisodeFinish=2110111,fragment
21101,2110114,2110106,交互,20th Century Miracles,,EpisodeFinish=2110114,fragment
21101,2110117,2110107,交互,Chance Interview,,EpisodeFinish=2110117,fragment
21101,2110119,2110108,交互,Hygiene Guide,,EpisodeFinish=2110119,fragment
21101,2110119,2110109,交互,Sweet Dreams,,EpisodeFinish=2110119,fragment
21101,2110120,2110110,交互,Tuesday's Motel Incident Investigation Report (Excerpt),,EpisodeFinish=2110120,fragment
21101,2110120,2110201,残篇阅读,True Story,12101,EpisodeFinish=2110120 and ChapterMapElement=2110110,dialog
21101,2110120,2110202,残篇阅读,Party Time,12102,EpisodeFinish=2110120 and ChapterMapElement=2110204,dialog
21101,2110120,2110203,交互,A Subtle Clue,,EpisodeFinish=2110120 and ChapterMapElement=2110205,fragment
21101,2110120,2110204,交互,UFO Hunter,,EpisodeFinish=2110120 and ChapterMapElement=2110210,fragment
21101,2110120,2110205,交互,A Thrilling Adventure,,EpisodeFinish=2110120 and ChapterMapElement=2110209,fragment
23101,2310101,2310101,交互,Opening Day,,EpisodeFinish=2310101,fragment
23101,2310102,2310102,交互,A Human ... Report!,,EpisodeFinish=2310102,fragment
23101,2310104,2310103,交互,Guide on Emergencies,,EpisodeFinish=2310104,fragment
23101,2310105,2310104,交互,"That Thick, Stubborn ...",,EpisodeFinish=2310105,fragment
23101,2310107,2310105,交互,Life's Essentials,,EpisodeFinish=2310107,fragment
23101,2310109,2310106,交互,Bygone Days,,EpisodeFinish=2310109,fragment
23101,2310111,2310107,交互,Research Log,,EpisodeFinish=2310111,fragment
23101,2310113,2310108,交互,The Foundation's Note Slips,,EpisodeFinish=2310113,fragment
23101,2310115,2310109,交互,The Aftermath,,EpisodeFinish=2310115,fragment
23101,2310117,2310110,交互,The Games Go On,,EpisodeFinish=2310117,fragment
23101,2310120,2310111,交互,Daily Newspaper Excerpts,,EpisodeFinish=2310120,fragment
24101,2410101,2410101,交互,Unofficial Map,6,EpisodeFinish=2410101,fragment+dialog
24101,2410102,2410102,交互,Performance Review,6,EpisodeFinish=2410102,fragment+dialog
24101,2410103,2410103,交互,Convergence of Ideas,6,EpisodeFinish=2410103,fragment+dialog
24101,2410104,2410104,交互,Budget Crisis,6,EpisodeFinish=2410104,fragment+dialog
24101,2410105,2410105,对话,Closing Ceremony,29,EpisodeFinish=2410105,dialog
24101,2410108,2410108,交互,Last-Second Scramble,6,EpisodeFinish=2410108,fragment+dialog
24101,2410109,2410109,对话,Scholarly Exchange,31,EpisodeFinish=2410109,dialog
24101,2410112,2410112,交互,Medical Records,6,EpisodeFinish=2410112,fragment+dialog
24101,2410114,2410114,交互,Manuscript Awaiting Publication,6,EpisodeFinish=2410114,fragment+dialog
24101,2410115,2410115,交互,Evaluation Meeting,6,EpisodeFinish=2410115,fragment+dialog
24101,2410118,2410118,交互,Data Supplementation,6,EpisodeFinish=2410118,fragment+dialog
24101,2410121,2410121,交互,Regular Procurement,6,EpisodeFinish=2410121,fragment+dialog
24101,2410122,2410122,交互,Thoughts on the Solar Eclipse,6,EpisodeFinish=2410122,fragment+dialog
25101,2510101,2510101,交互,This Is NOT a Business Ad,6,EpisodeFinish=2510101,fragment+dialog
25101,2510101,2510102,交互,This Is 100% a Business Ad,6,EpisodeFinish=2510101,fragment+dialog
25101,2510102,2510103,对话,Spot Check,32,EpisodeFinish=2510102,dialog
25101,2510104,2510104,交互,Deleted Scene,6,EpisodeFinish=2510104,fragment+dialog
25101,2510104,2510105,对话,Routine Check,33,EpisodeFinish=2510104,dialog
25101,2510105,2510106,交互,Voices on the Street,6,EpisodeFinish=2510105,fragment+dialog
25101,2510105,2510107,交互,Saving Lives,6,EpisodeFinish=2510105,fragment+dialog
25101,2510106,2510108,交互,Pieced Together,6,EpisodeFinish=2510106,fragment+dialog
25101,2510108,2510109,交互,Confidential Record,6,EpisodeFinish=2510108,fragment+dialog
25101,2510110,2510110,对话,Double Check,34,EpisodeFinish=2510110,dialog
25101,2510113,2510111,交互,Calculated Maneuver,6,EpisodeFinish=2510113,fragment+dialog
25101,2510114,2510112,对话,Syncing Up,35,EpisodeFinish=2510114,dialog
25101,2510115,2510113,交互,L.A. Efficiency,6,EpisodeFinish=2510115,fragment+dialog
25101,2510116,2510114,交互,The Joy of Dushuo,6,EpisodeFinish=2510116,fragment+dialog
25101,2510118,2510115,对话,Truthful Exchange,36,EpisodeFinish=2510118,dialog
25101,2510119,2510116,交互,Inside the Film,6,EpisodeFinish=2510119,fragment+dialog
25101,2510121,2510117,对话,After the Show,37,EpisodeFinish=2510121,dialog
27101,2710102,271010201,交互,Public Radio Usage Log,,EpisodeFinish=2710102,fragment
27101,2710105,271010501,交互,An Unexpected Encounter,,EpisodeFinish=2710105,fragment
27101,2710105,271010502,交互,The Great Utrennyaya Circus,,EpisodeFinish=2710105,fragment
27101,2710106,271010601,交互,Have You Heard?,,EpisodeFinish=2710106,fragment
27101,2710108,271010801,交互,/lo/ - The Spread of Enigmafication,,EpisodeFinish=2710108,fragment
27101,2710111,271011101,交互,To Camille,,EpisodeFinish=2710111,fragment
27101,2710114,271011401,交互,Cabinet of Wishes,,EpisodeFinish=2710114,fragment
27101,2710117,271011701,交互,The Story of Cepheus,,EpisodeFinish=2710117,fragment
27101,2710120,271012001,交互,Party Highlights,,EpisodeFinish=2710120,fragment
27101,2710120,271012002,交互,Teleportation Ritual Seminar,,EpisodeFinish=2710120,fragment
31101,3110101,3110101,交互,Top-Secret Mission,,EpisodeFinish=3110101,fragment
31101,3110102,3110102,交互,Legend's Tale,,EpisodeFinish=3110102,fragment
31101,3110103,3110103,交互,Whose Nightmare?,,EpisodeFinish=3110103,fragment
31101,3110104,3110104,交互,Innocence Sealed Away,,EpisodeFinish=3110104,fragment
31101,3110107,3110105,交互,News or Rumor?,,EpisodeFinish=3110107,fragment
31101,3110108,3110106,交互,Measured Words,,EpisodeFinish=3110108,fragment
31101,3110110,3110107,交互,"A ""Song"" Without an Owner",,EpisodeFinish=3110110,fragment
31101,3110110,3110108,交互,Call of the Blood Moon,,EpisodeFinish=3110110,fragment
31101,3110112,3110109,对话,Echoes of the Past,49,EpisodeFinish=3110112,dialog
31101,3110113,3110110,对话,Before the End,50,EpisodeFinish=3110113,dialog
31101,3110115,3110111,对话,Meaningless Questions,51,EpisodeFinish=3110115,dialog
31101,3110119,3110112,交互,"No More Talks of ""Humanitarianism""",,EpisodeFinish=3110119,fragment
31101,3110119,3110113,交互,Bad Luck,,EpisodeFinish=3110119,fragment
31101,3110120,3110114,交互,Third-Rate Novel,,EpisodeFinish=3110120,fragment
31101,3110121,3110115,交互,"Echoes of the ""Wind""",,EpisodeFinish=3110121,fragment
32101,3210101,3210401,类型3203,Tell Me a Story,3201,EpisodeFinish=3210101,dialog
32101,3210102,3210302,类型3202,Under the Mask,2,EpisodeFinish=3210102,dialog
32101,3210102,3210502,类型3204,Under the Mask,2,ChapterMapElement=3210302,dialog
32101,3210103,3210306,类型3202,Gaze Within,6,EpisodeFinish=3210103,dialog
32101,3210103,3210402,类型3203,Speaking of Business,3202,EpisodeFinish=3210103,dialog
32101,3210103,3210506,类型3204,Gaze Within,6,ChapterMapElement=3210306,dialog
32101,3210104,3210101,交互,Arcanist Observer Journal,,EpisodeFinish=3210104,fragment
32101,3210105,3210403,类型3203,Prophecy and People,3203,EpisodeFinish=3210105,dialog
32101,3210106,3210201,类型3201,Witness Report,,EpisodeFinish=3210106,fragment
32101,3210107,3210202,类型3201,Witness Report,,EpisodeFinish=3210107,fragment
32101,3210107,3210305,类型3202,Voices in Debate,5,EpisodeFinish=3210107,dialog
32101,3210107,3210505,类型3204,Voices in Debate,5,ChapterMapElement=3210305,dialog
32101,3210108,3210102,交互,Alarms Ringing,,EpisodeFinish=3210108,fragment
32101,3210109,3210304,类型3202,From a Friend,4,EpisodeFinish=3210109,dialog
32101,3210109,3210404,类型3203,About That Name ...,3204,EpisodeFinish=3210109,dialog
32101,3210109,3210504,类型3204,From a Friend,4,ChapterMapElement=3210304,dialog
32101,3210110,3210103,交互,Who's there?,,EpisodeFinish=3210110,fragment
32101,3210110,3210303,类型3202,Voices of Anger,3,EpisodeFinish=3210110,dialog
32101,3210110,3210503,类型3204,Voices of Anger,3,ChapterMapElement=3210303,dialog
32101,3210111,3210203,类型3201,Witness Report,,EpisodeFinish=3210111,fragment
32101,3210112,3210104,交互,Harsh Critique,,EpisodeFinish=3210112,fragment
32101,3210113,3210204,类型3201,Witness Report,,EpisodeFinish=3210113,fragment
32101,3210114,3210105,交互,Depths of Myth,,EpisodeFinish=3210114,fragment
32101,3210115,3210405,类型3203,Now Every Clue Is Revealed,3205,EpisodeFinish=3210115,dialog
32101,3210116,3210205,类型3201,Witness Report,,EpisodeFinish=3210116,fragment
32101,3210117,3210406,类型3203,What a Cruel Fate,3206,EpisodeFinish=3210117,dialog
32101,3210118,3210206,类型3201,Witness Report,,EpisodeFinish=3210118,fragment
32101,3210119,3210301,类型3202,On the Book Cover,1,EpisodeFinish=3210119,dialog
32101,3210119,3210407,类型3203,Not Every Story Ends in Joy,3207,EpisodeFinish=3210119,dialog
32101,3210119,3210501,类型3204,On the Book Cover,1,ChapterMapElement=3210301,dialog
32101,3210120,3210106,交互,Open the Door of Fate,,EpisodeFinish=3210120,fragment
32101,3210120,3210107,对话,The Opposite of Perjury,52,EpisodeFinish=3210120,dialog
35101,3510101,3510101,对话,Mutual Assistance,57,EpisodeFinish=3510101,dialog
35101,3510101,3510102,交互,Absolute Luck,,EpisodeFinish=3510101,fragment
35101,3510101,3510103,交互,Festival Visitors,,EpisodeFinish=3510101,fragment
35101,3510102,3510104,对话,Arrival and Departure,58,EpisodeFinish=3510102,dialog
35101,3510102,3510105,对话,Surprise Formula,59,EpisodeFinish=3510102,dialog
35101,3510103,3510106,交互,"""This city is ours.""",,EpisodeFinish=3510103,fragment
35101,3510103,3510107,交互,Beneath the Dust,,EpisodeFinish=3510103,fragment
35101,3510104,3510108,对话,Take a Break,60,EpisodeFinish=3510104,dialog
35101,3510105,3510109,交互,Fan Meetup,,EpisodeFinish=3510105,fragment
35101,3510106,3510110,交互,The City of Crystal,,EpisodeFinish=3510106,fragment
35101,3510106,3510111,交互,A Window,,EpisodeFinish=3510106,fragment
35101,3510107,3510112,交互,Cleansing Notes,,EpisodeFinish=3510107,fragment
35101,3510108,3510113,交互,Ancient Calendar,,EpisodeFinish=3510108,fragment
35101,3510109,3510114,交互,Small Notes,,EpisodeFinish=3510109,fragment
35101,3510112,3510115,交互,"""Pride and Prejudice""",,EpisodeFinish=3510112,fragment
35101,3510113,3510116,交互,"""The Original Her""",,EpisodeFinish=3510113,fragment
35101,3510114,3510117,交互,Hive Mind,,EpisodeFinish=3510114,fragment
35101,3510117,3510118,交互,The Necessary Step,,EpisodeFinish=3510117,fragment
